Numero,numero_parcela,Tipo_C,Codigo_C,Data_Em,Data_Protesto,Protesto,Data_Ven,Data_Ent,Data_Pag,NumeroBanco,Valor_T,Valor_Base,Valor_Atual,Obs,Instituicao,Situacao,Portador,BoletoTipoCarteira,Instituicao,Situacao,Portador,BoletoTipoCarteira,InstrucaoBoleto
55833,2,1,3501,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-08 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018221-7,"614,59","1349,03","614,59","Desconto aplicado na NF no valor de R$        276,12  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:46:59  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55834,1,1,5818,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-12 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018222-5,"3487,34","6405,61","3487,34","Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:00  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55834,2,1,5818,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-02-11 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018223-3,"2918,27","6405,61","2918,27","Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:00  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55835,1,1,4657,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-27 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018224-1,"2236,3","2236,3","2236,3","Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:00  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55836,1,1,4657,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-27 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018225-P,"3425,26","3425,26","3425,26","Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:01  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55838,1,1,4556,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-11 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018226-8,"5575,75","20569,3","5575,75","Desconto aplicado na NF no valor de R$      1.772,56  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:01  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55838,2,1,4556,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-18 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018227-6,"3748,39","20569,3","3748,39","Desconto aplicado na NF no valor de R$      1.772,56  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:02  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55838,3,1,4556,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-26 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018228-4,"3748,39","20569,3","3748,39","Desconto aplicado na NF no valor de R$      1.772,56  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:02  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55838,4,1,4556,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-01 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018229-2,"3748,39","20569,3","3748,39","Desconto aplicado na NF no valor de R$      1.772,56  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:02  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55838,5,1,4556,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-08 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018230-6,"3748,38","20569,3","3748,38","Desconto aplicado na NF no valor de R$      1.772,56  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:03  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55839,1,1,4263,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-11 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018231-4,"802,01","2958,68","802,01","Desconto aplicado na NF no valor de R$        253,73  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:03  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55839,2,1,4263,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-26 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018232-2,"539,17","2958,68","539,17","Desconto aplicado na NF no valor de R$        253,73  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:04  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55839,3,1,4263,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-08 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018233-0,"539,17","2958,68","539,17","Desconto aplicado na NF no valor de R$        253,73  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:04  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55839,4,1,4263,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-22 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018234-9,"539,17","2958,68","539,17","Desconto aplicado na NF no valor de R$        253,73  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:04  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55839,5,1,4263,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-02-05 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,09/00000018235-7,"539,16","2958,68","539,16","Desconto aplicado na NF no valor de R$        253,73  Data da ocorrência/baixa = 14/11/2025. Executado:17/11/2025 - 07:47:05  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 17/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55840,1,1,4983,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-22 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,"6500,98","6500,98","6500,98",,2,1,2,0,2,1,2,0,
55841,1,1,4893,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-22 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,"5473,06","5473,06","5473,06",,2,1,2,0,2,1,2,0,
55842,1,1,5865,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-05 00:00:00.000,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,"4147,45","4147,45","4147,45",,2,1,2,0,2,1,2,0,
71000,1,3,5562,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,0,2025-11-13 00:00:00.000,2025-11-14 00:00:00.000,2025-11-14 00:00:00.000,,"2709,31","2709,31",0,,237,3,237,9,237,3,237,9,BRADESCO
144109,1,2,92,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-02-11 00:00:00.000,2025-11-14 00:00:00.000,1753-01-01 00:00:00.000,,"3141,7","3141,7","3141,7",,2,1,0,0,2,1,0,0,
144120,1,2,92,2025-11-13 00:00:00.000,1753-01-01 00:00:00.000,,2026-02-11 00:00:00.000,2025-11-14 00:00:00.000,1753-01-01 00:00:00.000,,"364,49","364,49","364,49",,2,1,0,0,2,1,0,0,
144077,1,2,92,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2026-02-10 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"15070,05","15070,05","15070,05",,2,1,0,0,2,1,0,0,
728195,1,3,5562,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-23 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"313,02","313,02","313,02",,2,1,2,0,2,1,2,0,
10146125,1,3,5394,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-27 00:00:00.000,2025-11-17 00:00:00.000,1753-01-01 00:00:00.000,,"350,86","350,86","350,86",,237,1,0,9,237,1,0,9,BRADESCO
7472490,1,3,3512,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-24 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"207,45","207,45","207,45",,2,1,2,0,2,1,2,0,
9925925,1,3,3512,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-21 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"1457,7","1457,7","1457,7",,2,1,2,0,2,1,2,0,
33625112025,2,2,336,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,0,2025-11-25 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,3000,3000,3000,*MENSALIDADE,237,1,237,0,237,1,237,0,
25110983050015,1,2,199,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,0,2025-11-28 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"261,67","261,67","261,67",,237,1,237,0,237,1,237,0,
63731,1,2,53,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-10 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"3899,5","11698,5","3899,5",,2,1,0,0,2,1,0,0,
63731,2,2,53,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-24 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"3899,5","11698,5","3899,5",,2,1,0,0,2,1,0,0,
63731,3,2,53,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-07 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"3899,5","11698,5","3899,5",,2,1,0,0,2,1,0,0,
55819,1,1,5689,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-21 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"7044,53","7044,53","7044,53",,2,1,2,0,2,1,2,0,
55820,1,1,478,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-10 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,09/00000018199-7,"1582,62","4031,56","1582,62","Desconto aplicado na NF no valor de R$        576,22  Data da ocorrência/baixa = 12/11/2025. Executado:13/11/2025 - 07:13:47  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 13/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55820,2,1,478,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-17 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,09/00000018200-4,"1224,47","4031,56","1224,47","Desconto aplicado na NF no valor de R$        576,22  Data da ocorrência/baixa = 12/11/2025. Executado:13/11/2025 - 07:13:48  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 13/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55820,3,1,478,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-24 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,09/00000018201-2,"1224,47","4031,56","1224,47","Desconto aplicado na NF no valor de R$        576,22  Data da ocorrência/baixa = 12/11/2025. Executado:13/11/2025 - 07:13:48  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 13/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55821,1,1,1275,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-10 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,09/00000018202-0,"1685,28","1685,28","1685,28","Desconto aplicado na NF no valor de R$        722,61  Data da ocorrência/baixa = 12/11/2025. Executado:13/11/2025 - 07:13:49  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 13/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55822,1,1,1543,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-26 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,09/00000018203-9,"1658,24","1658,24","1658,24","Desconto aplicado na NF no valor de R$        711,02  Data da ocorrência/baixa = 12/11/2025. Executado:13/11/2025 - 07:13:49  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 13/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55824,1,1,5753,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-27 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,09/00000018205-5,"425,26","425,26","425,26","Data da ocorrência/baixa = 12/11/2025. Executado:13/11/2025 - 07:13:50  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 13/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55825,1,1,5865,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-05 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"5922,26","5922,26","5922,26",,2,1,2,0,2,1,2,0,
116,1,2,5815,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-20 00:00:00.000,2025-11-18 00:00:00.000,1753-01-01 00:00:00.000,,"192,38","192,38","192,38",,237,1,0,9,237,1,0,9,BRADESCO
24176,1,2,1822,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-10 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"135,76","135,76","135,76",,237,1,0,9,237,1,0,9,BRADESCO
26627,1,2,4923,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-10 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"1003,03","2006,05","1003,03",,2,1,0,0,2,1,0,0,
26627,2,2,4923,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-24 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,"1003,02","2006,05","1003,02",,2,1,0,0,2,1,0,0,
19642,1,2,56,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-11 00:00:00.000,2025-11-18 00:00:00.000,1753-01-01 00:00:00.000,,"2151,99","12911,93","2151,99",,2,1,0,0,2,1,0,0,
19642,2,2,56,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-26 00:00:00.000,2025-11-18 00:00:00.000,1753-01-01 00:00:00.000,,"2151,99","12911,93","2151,99",,2,1,0,0,2,1,0,0,
19642,3,2,56,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-10 00:00:00.000,2025-11-18 00:00:00.000,1753-01-01 00:00:00.000,,"2151,99","12911,93","2151,99",,2,1,0,0,2,1,0,0,
19642,4,2,56,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-25 00:00:00.000,2025-11-18 00:00:00.000,1753-01-01 00:00:00.000,,"2151,99","12911,93","2151,99",,2,1,0,0,2,1,0,0,
19642,5,2,56,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2026-02-09 00:00:00.000,2025-11-18 00:00:00.000,1753-01-01 00:00:00.000,,"2151,99","12911,93","2151,99",,2,1,0,0,2,1,0,0,
19642,6,2,56,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2026-02-24 00:00:00.000,2025-11-18 00:00:00.000,1753-01-01 00:00:00.000,,"2151,98","12911,93","2151,98",,2,1,0,0,2,1,0,0,
47,1,2,5102,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-26 00:00:00.000,2025-11-12 00:00:00.000,1753-01-01 00:00:00.000,,500,500,500,,2,1,0,0,2,1,0,0,
55795,1,1,5556,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-09 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018168-7,"838,6","1540,36","838,6","Desconto aplicado na NF no valor de R$        330,24  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:50  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55795,2,1,5556,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-23 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018169-5,"701,76","1540,36","701,76","Desconto aplicado na NF no valor de R$        330,24  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:51  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55796,1,1,5753,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-11-21 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018170-9,"291,27","291,27","291,27","Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:51  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55797,1,1,5911,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-09 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018171-7,"1996,8","1996,8","1996,8","Desconto aplicado na NF no valor de R$        856,19  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:51  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55798,1,1,906,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-09 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018172-5,"482,6","886,45","482,6","Desconto aplicado na NF no valor de R$        190,05  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:52  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55798,2,1,906,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-06 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018173-3,"403,85","886,45","403,85","Desconto aplicado na NF no valor de R$        190,05  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:52  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55799,1,1,1878,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-09 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018174-1,"739,84","1358,94","739,84","Desconto aplicado na NF no valor de R$        291,35  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:52  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55799,2,1,1878,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-06 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018175-P,"619,1","1358,94","619,1","Desconto aplicado na NF no valor de R$        291,35  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:52  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55800,1,1,672,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-09 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018176-8,"1223,5","4513,54","1223,5","Desconto aplicado na NF no valor de R$        352,51  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:53  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55800,2,1,672,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-23 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018177-6,"822,51","4513,54","822,51","Desconto aplicado na NF no valor de R$        352,51  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:53  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55800,3,1,672,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-06 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018178-4,"822,51","4513,54","822,51","Desconto aplicado na NF no valor de R$        352,51  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:53  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55800,4,1,672,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2026-01-20 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018179-2,"822,51","4513,54","822,51","Desconto aplicado na NF no valor de R$        352,51  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:54  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55800,5,1,672,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2026-02-03 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018180-6,"822,51","4513,54","822,51","Desconto aplicado na NF no valor de R$        352,51  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:54  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
55801,1,1,890,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,,2025-12-09 00:00:00.000,2025-11-11 00:00:00.000,1753-01-01 00:00:00.000,09/00000018181-4,"1429,61","4515,11","1429,61","Desconto aplicado na NF no valor de R$        484,00  Data da ocorrência/baixa = 11/11/2025. Executado:12/11/2025 - 07:19:54  Ocorrencia/Motivo: Entrada Confimada - Ocorrencia Aceita  - [Data Leitura: 12/11/2025] - [Usuário Leitura: DIEGO]  Valor despesas: R$           1,15",237,1,237,9,237,1,237,9,BRADESCO
